Zip, Total Population ,Percent Males
47420-0000,"504,369",17
46968-0000,"504,375",68
97366-0000,"504,383",35
82335-0000,"504,409",95
8036-0000,"504,510",78
49738-0000,"504,624",10
1438-0000,"504,646",97
15532-0000,"504,682",36
76352-0000,"504,698",29
36310-0000,"504,808",67
62256-0000,"504,850",3
57260-0000,"504,865",5
4975-0000,"504,911",9
14430-0000,"504,926",57
38182-0000,"504,957",33
55145-0000,"505,040",11
49221-0000,"505,095",56
74833-0000,"505,128",99
45071-0000,"505,150",59
97543-0000,"505,211",16
30390-0000,"505,216",25
34134-0000,"505,245",49
4071-0000,"505,435",77
44011-0000,"505,469",40
7630-0000,"505,544",70
37137-0000,"505,564",63
76841-0000,"505,626",9
72443-0000,"505,641",64
37367-0000,"505,659",32
67005-0000,"505,789",55
8608-0000,"505,807",99
56281-0000,"505,851",99
74561-0000,"505,865",56
92846-0000,"505,871",68
49922-0000,"505,950",85
86339-0000,"505,970",30
13123-0000,"505,989",81
65501-0000,"506,026",23
21863-0000,"506,132",57
47124-0000,"506,217",57
56519-0000,"506,225",52
5444-0000,"506,254",43
82642-0000,"506,259",99
58558-0000,"506,297",77
72648-0000,"506,301",47
51455-0000,"506,327",31
80111-0000,"506,339",98
99001-0000,"506,344",15
48346-0000,"506,345",53
95837-0000,"506,398",33
93403-0000,"506,410",17
95008-0000,"506,413",72
40322-0000,"506,479",74
99603-0000,"506,504",88
13074-0000,"506,683",25
44093-0000,"506,687",84
92619-0000,"506,779",62
98002-0000,"506,829",35
93608-0000,"506,871",73
47170-0000,"506,900",86
71030-0000,"506,926",60
64146-0000,"506,936",100
48139-0000,"507,028",37
65769-0000,"507,134",19
54837-0000,"507,171",74
24212-0000,"507,179",69
99031-0000,"507,214",21
57270-0000,"507,237",95
43557-0000,"507,361",78
2823-0000,"507,386",54
19187-0000,"507,386",65
41042-0000,"507,510",55
18979-0000,"507,518",58
52337-0000,"507,549",93
24236-0000,"507,637",78
98552-0000,"507,647",99
33924-0000,"507,762",63
10453-0000,"507,881",5
51239-0000,"507,942",43
74012-0000,"507,950",48
88310-0000,"508,034",72
17929-0000,"508,155",63
6231-0000,"508,160",9
99517-0000,"508,162",11
21237-0000,"508,179",2
33328-0000,"508,225",18
37071-0000,"508,249",7
25028-0000,"508,323",22
13302-0000,"508,331",20
20270-0000,"508,357",51
83215-0000,"508,447",56
24881-0000,"508,593",86
77412-0000,"508,809",99
5040-0000,"508,815",38
15053-0000,"509,038",26
20911-0000,"509,049",23
51571-0000,"509,070",35
61071-0000,"509,135",28
37097-0000,"509,208",78
71245-0000,"509,223",30
47396-0000,"509,264",46
48086-0000,"509,272",72
52251-0000,"509,298",53
97228-0000,"509,313",88
22534-0000,"509,370",18
25849-0000,"509,370",84
41075-0000,"509,398",11
1473-0000,"509,467",35
77837-0000,"509,562",12
97404-0000,"509,587",29
95519-0000,"509,597",23
34661-0000,"509,612",95
48367-0000,"509,671",78
87026-0000,"509,724",31
70038-0000,"509,786",67
20442-0000,"509,913",43
30522-0000,"509,923",94
98563-0000,"509,975",43
41048-0000,"510,023",53
95916-0000,"510,028",38
41085-0000,"510,128",75
78851-0000,"510,194",90
94939-0000,"510,211",44
29809-0000,"510,286",77
97388-0000,"510,288",85
33564-0000,"510,334",74
67036-0000,"510,417",25
36425-0000,"510,429",35
50368-0000,"510,537",79
33702-0000,"510,551",1
44040-0000,"510,589",95
30116-0000,"510,625",52
76823-0000,"510,708",86
23450-0000,"510,762",96
8863-0000,"510,800",99
13751-0000,"510,803",90
49459-0000,"510,863",81
32044-0000,"510,999",1
48039-0000,"511,007",75
84790-0000,"511,354",67
75180-0000,"511,423",6
39638-0000,"511,437",85
37325-0000,"511,473",70
86302-0000,"511,474",38
7083-0000,"511,503",93
43001-0000,"511,526",39
68848-0000,"511,552",90
77660-0000,"511,560",66
4750-0000,"511,586",33
70451-0000,"511,650",70
54662-0000,"511,761",26
62082-0000,"511,851",4
50214-0000,"511,852",65
20709-0000,"511,854",12
74463-0000,"511,941",83
59830-0000,"511,947",62
24738-0000,"511,981",17
66621-0000,"512,004",66
46732-0000,"512,029",61
30161-0000,"512,032",97
48765-0000,"512,148",89
48315-0000,"512,194",19
40941-0000,"512,265",77
41568-0000,"512,282",12
13794-0000,"512,352",19
60043-0000,"512,373",51
91182-0000,"512,491",68
91001-0000,"512,504",8
75246-0000,"512,529",40
72110-0000,"512,563",89
77856-0000,"512,688",30
73114-0000,"512,746",50
46067-0000,"512,755",55
98335-0000,"512,778",16
48661-0000,"512,812",6
60505-0000,"512,843",98
76181-0000,"512,855",71
16656-0000,"512,908",88
33176-0000,"512,942",36
43778-0000,"513,017",88
98121-0000,"513,026",19
37135-0000,"513,027",94
76930-0000,"513,049",47
56180-0000,"513,116",68
75460-0000,"513,124",50
43072-0000,"513,128",35
50628-0000,"513,331",41
52219-0000,"513,449",79
16030-0000,"513,632",43
31193-0000,"513,705",45
93282-0000,"513,765",20
70001-0000,"513,781",79
18370-0000,"513,801",34
14134-0000,"513,810",71
78150-0000,"513,812",67
63134-0000,"513,819",80
40701-0000,"513,824",70
99203-0000,"513,835",17
30004-0000,"513,843",3
3781-0000,"513,867",11
79740-0000,"513,882",50
6330-0000,"513,893",66
78148-0000,"514,005",74
87733-0000,"514,181",97
63880-0000,"514,280",43
78214-0000,"514,365",62
77979-0000,"514,439",33
43109-0000,"514,452",51
53920-0000,"514,495",63
15740-0000,"514,549",14
83554-0000,"514,585",64
14136-0000,"514,664",59
95967-0000,"514,799",23
91784-0000,"514,804",22
39342-0000,"514,830",68
6377-0000,"514,858",84
12543-0000,"514,876",100
71660-0000,"514,941",66
8083-0000,"514,947",46
79063-0000,"514,960",40
46111-0000,"514,994",41
53774-0000,"515,021",63
97522-0000,"515,063",75
91224-0000,"515,071",79
53590-0000,"515,087",37
19347-0000,"515,198",33
28125-0000,"515,221",46
37773-0000,"515,240",63
76870-0000,"515,286",19
14024-0000,"515,359",67
62274-0000,"515,543",69
97632-0000,"515,573",31
73642-0000,"515,617",49
30678-0000,"515,635",10
79762-0000,"515,681",56
35976-0000,"515,682",95
29065-0000,"515,700",33
90060-0000,"515,721",31
15632-0000,"515,736",33
29148-0000,"515,800",66
31126-0000,"515,924",40
62921-0000,"515,946",92
81641-0000,"516,043",90
18964-0000,"516,050",14
22558-0000,"516,082",37
76543-0000,"516,162",28
93619-0000,"516,310",49
91791-0000,"516,325",6
94021-0000,"516,409",32
12584-0000,"516,413",34
6416-0000,"516,495",49
62791-0000,"516,569",22
72040-0000,"516,586",47
78212-0000,"516,598",73
21290-0000,"516,623",43
71671-0000,"516,666",13
27910-0000,"516,840",57
13162-0000,"516,916",86
65675-0000,"516,921",37
43840-0000,"516,949",5
55366-0000,"517,036",48
17236-0000,"517,100",20
8035-0000,"517,101",94
98175-0000,"517,183",99
1227-0000,"517,249",54
78537-0000,"517,313",97
71724-0000,"517,355",78
22412-0000,"517,375",5
15259-0000,"517,376",28
20037-0000,"517,445",76
40176-0000,"517,467",25
68046-0000,"517,516",41
50123-0000,"517,519",25
63956-0000,"517,520",50
96065-0000,"517,527",46
85747-0000,"517,547",64
46285-0000,"517,571",66
79490-0000,"517,702",59
97231-0000,"517,821",31
33420-0000,"517,830",41
75270-0000,"517,861",45
2305-0000,"517,883",36
98585-0000,"517,956",82
13365-0000,"517,963",36
81527-0000,"518,011",14
34451-0000,"518,032",8
38926-0000,"518,037",78
67053-0000,"518,197",29
95010-0000,"518,263",35
98685-0000,"518,321",61
19038-0000,"518,375",18
73130-0000,"518,394",28
35457-0000,"518,473",18
93276-0000,"518,493",36
96849-0000,"518,534",67
12133-0000,"518,614",4
47458-0000,"518,618",71
83436-0000,"518,679",21
24576-0000,"518,685",90
65611-0000,"518,721",25
66843-0000,"518,742",6
35142-0000,"518,775",52
14545-0000,"518,805",33
41348-0000,"518,910",7
71416-0000,"518,925",94
52004-0000,"518,990",86
76311-0000,"518,997",65
13661-0000,"519,005",81
24869-0000,"519,027",46
41005-0000,"519,030",38
49092-0000,"519,078",25
31136-0000,"519,081",29
34714-0000,"519,159",24
76241-0000,"519,226",49
63782-0000,"519,275",80
68197-0000,"519,296",27
44809-0000,"519,320",72
55804-0000,"519,418",50
55441-0000,"519,476",28
45111-0000,"519,595",59
32861-0000,"519,639",45
32862-0000,"519,710",73
65789-0000,"519,759",62
99567-0000,"519,859",47
52313-0000,"519,882",27
65644-0000,"519,922",74
74867-0000,"519,940",55
35080-0000,"520,040",11
87513-0000,"520,062",17
48604-0000,"520,094",44
94712-0000,"520,106",28
62816-0000,"520,107",56
65543-0000,"520,149",13
67151-0000,"520,163",8
53037-0000,"520,211",90
82649-0000,"520,248",64
29468-0000,"520,393",97
28575-0000,"520,395",53
15347-0000,"520,445",43
80497-0000,"520,462",45
76249-0000,"520,486",4
62218-0000,"520,497",60
51631-0000,"520,519",60
61401-0000,"520,564",82
71467-0000,"520,602",55
33184-0000,"520,679",15
84763-0000,"520,680",82
34614-0000,"520,795",83
26814-0000,"520,822",57
80995-0000,"520,831",72
55486-0000,"520,850",9
59803-0000,"520,862",59
2881-0000,"520,998",87
2865-0000,"521,105",21
8243-0000,"521,171",22
65717-0000,"521,222",43
48391-0000,"521,272",36
23939-0000,"521,382",68
76117-0000,"521,406",78
60664-0000,"521,484",60
15866-0000,"521,548",18
25902-0000,"521,595",30
78750-0000,"521,608",6
4859-0000,"521,682",87
23881-0000,"521,689",72
17922-0000,"521,701",16
78039-0000,"521,706",82
23024-0000,"521,825",44
60654-0000,"521,938",48
65619-0000,"521,944",23
76827-0000,"521,987",81
72917-0000,"521,997",13
48501-0000,"522,035",92
61546-0000,"522,049",56
90032-0000,"522,139",61
7076-0000,"522,201",43
18002-0000,"522,240",29
70059-0000,"522,257",49
22622-0000,"522,328",64
4286-0000,"522,368",82
55126-0000,"522,393",35
31023-0000,"522,400",72
46504-0000,"522,513",62
71369-0000,"522,636",25
35967-0000,"522,735",87
95468-0000,"522,761",30
78408-0000,"522,787",96
84606-0000,"522,799",36
80929-0000,"522,830",80
72348-0000,"522,870",1
7640-0000,"522,899",35
62550-0000,"522,907",18
55361-0000,"523,002",25
28449-0000,"523,017",50
31648-0000,"523,070",50
68441-0000,"523,108",60
18457-0000,"523,210",92
16263-0000,"523,267",55
77351-0000,"523,436",14
67101-0000,"523,694",11
61776-0000,"523,765",54
23310-0000,"523,878",6
36131-0000,"523,894",56
37349-0000,"523,902",66
55470-0000,"523,928",34
57381-0000,"523,984",52
35010-0000,"524,027",84
1222-0000,"524,093",22
31303-0000,"524,095",84
24184-0000,"524,139",37
92075-0000,"524,140",91
13322-0000,"524,209",59
15451-0000,"524,300",59
70005-0000,"524,439",78
25646-0000,"524,466",70
10125-0000,"524,493",38
14781-0000,"524,581",1
99155-0000,"524,589",64
11429-0000,"524,749",68
84339-0000,"524,785",17
52212-0000,"524,835",34
92082-0000,"524,845",9
20041-0000,"524,846",74
71302-0000,"524,916",7
32905-0000,"524,948",77
12809-0000,"524,954",46
33180-0000,"524,975",94
36106-0000,"525,009",96
7512-0000,"525,017",37
32042-0000,"525,067",5
60477-0000,"525,067",81
75141-0000,"525,125",88
37724-0000,"525,138",57
36083-0000,"525,205",35
29150-0000,"525,306",88
75949-0000,"525,332",83
22989-0000,"525,379",18
30812-0000,"525,385",31
23937-0000,"525,669",60
64804-0000,"525,791",56
38251-0000,"525,831",45
32255-0000,"525,837",50
83128-0000,"525,867",72
30056-0000,"525,876",49
85536-0000,"525,904",50
32334-0000,"525,906",3
85066-0000,"525,909",81
44112-0000,"525,914",73
69130-0000,"525,945",52
62875-0000,"525,971",92
62841-0000,"526,032",96
65814-0000,"526,038",46
55787-0000,"526,108",80
63855-0000,"526,188",7
78347-0000,"526,246",66
40310-0000,"526,248",7
60690-0000,"526,275",88
63938-0000,"526,293",32
76267-0000,"526,330",93
54160-0000,"526,391",9
72668-0000,"526,393",11
55311-0000,"526,497",100
79547-0000,"526,511",91
58497-0000,"526,644",75
36562-0000,"526,804",47
78238-0000,"526,816",30
64491-0000,"526,862",11
22732-0000,"526,887",38
20191-0000,"526,970",99
62563-0000,"527,028",71
23959-0000,"527,034",94
39886-0000,"527,043",39
88124-0000,"527,073",74
91785-0000,"527,114",58
82054-0000,"527,175",25
30642-0000,"527,193",93
49453-0000,"527,254",45
88534-0000,"527,319",52
80553-0000,"527,323",32
15367-0000,"527,395",29
19954-0000,"527,482",55
28544-0000,"527,551",6
21864-0000,"527,633",7
27233-0000,"527,707",49
78583-0000,"527,763",12
29030-0000,"527,799",41
1611-0000,"527,887",92
35804-0000,"527,924",17
71368-0000,"527,947",1
94660-0000,"527,951",39
1969-0000,"528,329",18
30108-0000,"528,330",49
21810-0000,"528,458",58
38161-0000,"528,553",17
49712-0000,"528,653",42
85620-0000,"528,678",74
83349-0000,"528,799",19
80939-0000,"528,848",83
68144-0000,"528,876",49
44455-0000,"528,920",92
62263-0000,"528,938",34
84089-0000,"528,941",73
47199-0000,"528,963",9
4231-0000,"528,973",79
82432-0000,"529,020",64
65652-0000,"529,026",65
47330-0000,"529,046",67
64120-0000,"529,117",27
92340-0000,"529,214",70
2110-0000,"529,246",6
97355-0000,"529,258",83
30442-0000,"529,282",52
97138-0000,"529,389",65
60607-0000,"529,430",65
80654-0000,"529,496",99
74008-0000,"529,566",67
41746-0000,"529,587",45
22908-0000,"529,607",67
1526-0000,"529,610",69
84772-0000,"529,633",42
85641-0000,"529,642",92
17942-0000,"529,659",53
69348-0000,"529,745",43
60447-0000,"529,752",79
40070-0000,"529,839",80
92501-0000,"529,843",11
83213-0000,"529,852",38
4667-0000,"529,923",48
27358-0000,"529,963",20
2904-0000,"529,969",34
49449-0000,"529,983",2
37079-0000,"530,024",67
56139-0000,"530,132",65
29420-0000,"530,139",18
99143-0000,"530,152",5
66608-0000,"530,161",48
13648-0000,"530,260",100
13747-0000,"530,268",62
88053-0000,"530,318",30
50271-0000,"530,320",49
14841-0000,"530,365",11
99212-0000,"530,374",67
12432-0000,"530,384",33
90842-0000,"530,439",32
73801-0000,"530,489",85
18032-0000,"530,509",28
98235-0000,"530,686",66
79351-0000,"530,688",99
17331-0000,"530,753",98
34287-0000,"530,777",17
52309-0000,"530,846",88
41040-0000,"530,860",83
68956-0000,"530,860",44
4631-0000,"530,888",41
98036-0000,"530,895",53
26582-0000,"530,899",2
25337-0000,"530,925",77
29051-0000,"530,975",32
46411-0000,"531,005",28
36766-0000,"531,063",17
42201-0000,"531,133",86
32256-0000,"531,135",2
38015-0000,"531,199",58
25508-0000,"531,272",67
15137-0000,"531,345",68
64873-0000,"531,364",12
56571-0000,"531,399",54
89010-0000,"531,473",98
13244-0000,"531,588",8
49645-0000,"531,610",50
45358-0000,"531,714",48
47274-0000,"531,748",98
44691-0000,"531,862",33
65349-0000,"531,882",33
96058-0000,"531,884",23
6511-0000,"532,003",39
7932-0000,"532,095",75
73548-0000,"532,197",20
7078-0000,"532,256",17
51440-0000,"532,304",49
36853-0000,"532,338",50
41751-0000,"532,350",1
15077-0000,"532,374",1
80166-0000,"532,407",13
8328-0000,"532,435",57
68361-0000,"532,488",24
8807-0000,"532,496",57
97147-0000,"532,497",80
32608-0000,"532,541",7
29543-0000,"532,578",88
80942-0000,"532,681",79
77572-0000,"532,689",87
73401-0000,"532,706",22
26591-0000,"532,750",82
40472-0000,"532,766",94
95492-0000,"532,767",84
10607-0000,"532,783",56
33631-0000,"532,798",82
69219-0000,"532,813",11
47562-0000,"532,824",55
12009-0000,"532,885",68
71046-0000,"533,012",77
11386-0000,"533,045",72
3258-0000,"533,057",68
12842-0000,"533,058",40
85086-0000,"533,065",61
1931-0000,"533,114",21
39479-0000,"533,127",61
77447-0000,"533,131",2
50616-0000,"533,153",65
78124-0000,"533,177",14
36323-0000,"533,236",69
6357-0000,"533,258",7
20617-0000,"533,273",60
47175-0000,"533,415",6
94702-0000,"533,450",94
39159-0000,"533,534",51
19706-0000,"533,577",79
50320-0000,"533,597",15
79839-0000,"533,654",30
24460-0000,"533,750",18
98640-0000,"533,813",4
58220-0000,"533,815",70
5455-0000,"533,864",96
26348-0000,"533,974",41
81128-0000,"534,059",27
6471-0000,"534,074",26
67475-0000,"534,089",10
92182-0000,"534,286",10
70773-0000,"534,302",54
45142-0000,"534,468",63
55777-0000,"534,499",40
27438-0000,"534,525",18
73136-0000,"534,547",96
23952-0000,"534,554",22
99012-0000,"534,597",94
8011-0000,"534,649",61
94066-0000,"534,714",33
41855-0000,"534,717",46
58431-0000,"534,762",66
92833-0000,"534,842",69
61821-0000,"534,874",96
21649-0000,"535,032",16
74943-0000,"535,033",92
13360-0000,"535,094",54
72933-0000,"535,124",95
17325-0000,"535,142",67
14812-0000,"535,145",84
50831-0000,"535,238",98
56024-0000,"535,268",69
74534-0000,"535,285",88
76486-0000,"535,304",34
32857-0000,"535,462",81
1540-0000,"535,524",5
5640-0000,"535,524",81
14740-0000,"535,677",79
95156-0000,"535,703",93
27956-0000,"535,794",33
84065-0000,"535,798",64
10121-0000,"535,874",60
55377-0000,"535,924",93
32336-0000,"535,963",17
77951-0000,"536,054",40
14270-0000,"536,073",95
74354-0000,"536,078",8
38675-0000,"536,136",30
75146-0000,"536,160",8
33348-0000,"536,216",82
51048-0000,"536,221",60
17353-0000,"536,328",15
93673-0000,"536,375",59
2108-0000,"536,381",29
11377-0000,"536,426",91
5867-0000,"536,455",81
57722-0000,"536,510",81
49636-0000,"536,529",73
72082-0000,"536,568",10
33412-0000,"536,585",95
46135-0000,"536,616",88
46614-0000,"536,624",10
98250-0000,"536,651",57
20880-0000,"536,665",18
19432-0000,"536,666",70
61239-0000,"536,675",95
40219-0000,"536,679",31
49261-0000,"536,763",67
70505-0000,"536,780",79
13140-0000,"536,789",3
31630-0000,"536,841",83
47878-0000,"536,842",74
99016-0000,"536,852",16
55005-0000,"536,870",27
83350-0000,"536,912",84
92812-0000,"536,986",7
87014-0000,"537,008",60
26463-0000,"537,023",74
30081-0000,"537,031",94
25265-0000,"537,035",59
49887-0000,"537,097",46
96137-0000,"537,128",5
93304-0000,"537,130",35
8241-0000,"537,176",72
75479-0000,"537,230",51
48237-0000,"537,238",8
71419-0000,"537,262",33
98509-0000,"537,290",71
8922-0000,"537,326",5
76657-0000,"537,384",60
32962-0000,"537,396",65
27214-0000,"537,409",43
56151-0000,"537,431",73
50575-0000,"537,443",97
19475-0000,"537,621",44
44315-0000,"537,683",60
28779-0000,"537,702",15
34450-0000,"537,788",10
83848-0000,"537,838",68
78742-0000,"537,908",42
14010-0000,"537,940",1
17073-0000,"537,961",73
47573-0000,"538,036",22
45202-0000,"538,045",75
50669-0000,"538,177",77
36916-0000,"538,268",73
30182-0000,"538,290",89
63001-0000,"538,313",33
85075-0000,"538,444",21
94130-0000,"538,455",59
80836-0000,"538,545",34
13694-0000,"538,638",45
48849-0000,"538,653",100
95923-0000,"538,674",61
35175-0000,"538,804",43
53036-0000,"538,864",80
19148-0000,"538,934",26
28285-0000,"538,969",27
